ID, ID_STUDENT, ID_CURS, VALOARE, DATA_NOTARE, CREATED_AT, UPDATED_AT
15190, 952, 14, 5, 06-JUL-18, 06-JUL-18, 06-JUL-18
15191, 952, 15, 4, 11-JUL-18, 11-JUL-18, 11-JUL-18
15192, 952, 16, 4, 03-JUL-18, 03-JUL-18, 03-JUL-18
15193, 952, 17, 7, 20-FEB-19, 20-FEB-19, 20-FEB-19
15194, 952, 18, 9, 10-FEB-19, 10-FEB-19, 10-FEB-19
15195, 952, 19, 9, 21-FEB-19, 21-FEB-19, 21-FEB-19
15196, 952, 20, 6, 21-FEB-19, 21-FEB-19, 21-FEB-19
15197, 952, 21, 6, 10-JUL-19, 10-JUL-19, 10-JUL-19
15198, 952, 22, 7, 04-JUL-19, 04-JUL-19, 04-JUL-19
15199, 952, 23, 4, 12-JUL-19, 12-JUL-19, 12-JUL-19
15200, 952, 24, 6, 03-JUL-19, 03-JUL-19, 03-JUL-19
15201, 953, 1, 7, 18-FEB-18, 18-FEB-18, 18-FEB-18
15202, 953, 2, 7, 19-FEB-18, 19-FEB-18, 19-FEB-18
15203, 953, 3, 7, 12-FEB-18, 12-FEB-18, 12-FEB-18
15204, 953, 4, 9, 16-FEB-18, 16-FEB-18, 16-FEB-18
15205, 953, 5, 8, 09-JUL-18, 09-JUL-18, 09-JUL-18
15206, 953, 6, 8, 01-JUL-18, 01-JUL-18, 01-JUL-18
15207, 953, 7, 8, 09-JUL-18, 09-JUL-18, 09-JUL-18
15208, 953, 8, 9, 12-JUL-18, 12-JUL-18, 12-JUL-18
15209, 953, 9, 9, 23-FEB-19, 23-FEB-19, 23-FEB-19
15210, 953, 10, 10, 12-FEB-19, 12-FEB-19, 12-FEB-19
15211, 953, 11, 5, 14-FEB-19, 14-FEB-19, 14-FEB-19
15212, 953, 12, 8, 14-FEB-19, 14-FEB-19, 14-FEB-19
15213, 953, 13, 8, 30-JUN-19, 30-JUN-19, 30-JUN-19
15214, 953, 14, 9, 13-JUL-19, 13-JUL-19, 13-JUL-19
15215, 953, 15, 7, 11-JUL-19, 11-JUL-19, 11-JUL-19
15216, 953, 16, 5, 08-JUL-19, 08-JUL-19, 08-JUL-19
15217, 954, 1, 5, 23-FEB-19, 23-FEB-19, 23-FEB-19
15218, 954, 2, 10, 19-FEB-19, 19-FEB-19, 19-FEB-19
15219, 954, 3, 9, 18-FEB-19, 18-FEB-19, 18-FEB-19
15220, 954, 4, 6, 22-FEB-19, 22-FEB-19, 22-FEB-19
15221, 954, 5, 5, 03-JUL-19, 03-JUL-19, 03-JUL-19
15222, 954, 6, 7, 05-JUL-19, 05-JUL-19, 05-JUL-19
15223, 954, 7, 9, 08-JUL-19, 08-JUL-19, 08-JUL-19
15224, 954, 8, 8, 02-JUL-19, 02-JUL-19, 02-JUL-19
15225, 955, 1, 7, 13-FEB-19, 13-FEB-19, 13-FEB-19
15226, 955, 2, 5, 17-FEB-19, 17-FEB-19, 17-FEB-19
15227, 955, 3, 7, 12-FEB-19, 12-FEB-19, 12-FEB-19
15228, 955, 4, 8, 12-FEB-19, 12-FEB-19, 12-FEB-19
15229, 955, 5, 8, 01-JUL-19, 01-JUL-19, 01-JUL-19
15230, 955, 6, 4, 03-JUL-19, 03-JUL-19, 03-JUL-19
15231, 955, 7, 4, 30-JUN-19, 30-JUN-19, 30-JUN-19
15232, 955, 8, 8, 13-JUL-19, 13-JUL-19, 13-JUL-19
15233, 956, 1, 9, 20-FEB-18, 20-FEB-18, 20-FEB-18
15234, 956, 2, 6, 18-FEB-18, 18-FEB-18, 18-FEB-18
15235, 956, 3, 9, 14-FEB-18, 14-FEB-18, 14-FEB-18
15236, 956, 4, 5, 12-FEB-18, 12-FEB-18, 12-FEB-18
15237, 956, 5, 8, 13-JUL-18, 13-JUL-18, 13-JUL-18
15238, 956, 6, 10, 05-JUL-18, 05-JUL-18, 05-JUL-18
15239, 956, 7, 7, 12-JUL-18, 12-JUL-18, 12-JUL-18
15240, 956, 8, 5, 05-JUL-18, 05-JUL-18, 05-JUL-18
15241, 956, 9, 7, 11-FEB-19, 11-FEB-19, 11-FEB-19
15737, 990, 1, 6, 23-FEB-17, 23-FEB-17, 23-FEB-17
15738, 990, 2, 9, 14-FEB-17, 14-FEB-17, 14-FEB-17
15739, 990, 3, 9, 15-FEB-17, 15-FEB-17, 15-FEB-17
15740, 990, 4, 6, 11-FEB-17, 11-FEB-17, 11-FEB-17
15741, 990, 5, 9, 05-JUL-17, 05-JUL-17, 05-JUL-17
15742, 990, 6, 6, 08-JUL-17, 08-JUL-17, 08-JUL-17
15743, 990, 7, 5, 08-JUL-17, 08-JUL-17, 08-JUL-17
15744, 990, 8, 5, 03-JUL-17, 03-JUL-17, 03-JUL-17
15745, 990, 9, 7, 11-FEB-18, 11-FEB-18, 11-FEB-18
15746, 990, 10, 8, 18-FEB-18, 18-FEB-18, 18-FEB-18
15747, 990, 11, 8, 20-FEB-18, 20-FEB-18, 20-FEB-18
15748, 990, 12, 7, 17-FEB-18, 17-FEB-18, 17-FEB-18
15749, 990, 13, 4, 09-JUL-18, 09-JUL-18, 09-JUL-18
15750, 990, 14, 5, 02-JUL-18, 02-JUL-18, 02-JUL-18
15751, 990, 15, 8, 11-JUL-18, 11-JUL-18, 11-JUL-18
15752, 990, 16, 7, 08-JUL-18, 08-JUL-18, 08-JUL-18
15753, 990, 17, 8, 20-FEB-19, 20-FEB-19, 20-FEB-19
15754, 990, 18, 5, 11-FEB-19, 11-FEB-19, 11-FEB-19
15755, 990, 19, 6, 11-FEB-19, 11-FEB-19, 11-FEB-19
15756, 990, 20, 4, 14-FEB-19, 14-FEB-19, 14-FEB-19
15757, 990, 21, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
15758, 990, 22, 7, 05-JUL-19, 05-JUL-19, 05-JUL-19
15759, 990, 23, 5, 10-JUL-19, 10-JUL-19, 10-JUL-19
15760, 990, 24, 4, 02-JUL-19, 02-JUL-19, 02-JUL-19
15761, 991, 1, 7, 15-FEB-18, 15-FEB-18, 15-FEB-18
15762, 991, 2, 8, 19-FEB-18, 19-FEB-18, 19-FEB-18
15763, 991, 3, 5, 19-FEB-18, 19-FEB-18, 19-FEB-18
15764, 991, 4, 8, 18-FEB-18, 18-FEB-18, 18-FEB-18
15765, 991, 5, 7, 07-JUL-18, 07-JUL-18, 07-JUL-18
15766, 991, 6, 5, 03-JUL-18, 03-JUL-18, 03-JUL-18
15767, 991, 7, 8, 09-JUL-18, 09-JUL-18, 09-JUL-18
15768, 991, 8, 5, 12-JUL-18, 12-JUL-18, 12-JUL-18
15769, 991, 9, 8, 20-FEB-19, 20-FEB-19, 20-FEB-19
15770, 991, 10, 8, 19-FEB-19, 19-FEB-19, 19-FEB-19
15771, 991, 11, 7, 19-FEB-19, 19-FEB-19, 19-FEB-19
15772, 991, 12, 8, 13-FEB-19, 13-FEB-19, 13-FEB-19
15773, 991, 13, 10, 09-JUL-19, 09-JUL-19, 09-JUL-19
15774, 991, 14, 7, 04-JUL-19, 04-JUL-19, 04-JUL-19
15775, 991, 15, 9, 12-JUL-19, 12-JUL-19, 12-JUL-19
15776, 991, 16, 4, 09-JUL-19, 09-JUL-19, 09-JUL-19
15777, 992, 1, 9, 18-FEB-18, 18-FEB-18, 18-FEB-18
15778, 992, 2, 7, 22-FEB-18, 22-FEB-18, 22-FEB-18
15779, 992, 3, 5, 10-FEB-18, 10-FEB-18, 10-FEB-18
15780, 992, 4, 5, 12-FEB-18, 12-FEB-18, 12-FEB-18
15781, 992, 5, 6, 04-JUL-18, 04-JUL-18, 04-JUL-18
15782, 992, 6, 9, 05-JUL-18, 05-JUL-18, 05-JUL-18
15783, 992, 7, 5, 02-JUL-18, 02-JUL-18, 02-JUL-18
15784, 992, 8, 6, 02-JUL-18, 02-JUL-18, 02-JUL-18
15785, 992, 9, 4, 21-FEB-19, 21-FEB-19, 21-FEB-19
15786, 992, 10, 7, 13-FEB-19, 13-FEB-19, 13-FEB-19
15787, 992, 11, 7, 20-FEB-19, 20-FEB-19, 20-FEB-19
15788, 992, 12, 4, 19-FEB-19, 19-FEB-19, 19-FEB-19
15789, 992, 13, 4, 06-JUL-19, 06-JUL-19, 06-JUL-19
15790, 992, 14, 8, 02-JUL-19, 02-JUL-19, 02-JUL-19
15791, 992, 15, 6, 13-JUL-19, 13-JUL-19, 13-JUL-19
15792, 992, 16, 4, 10-JUL-19, 10-JUL-19, 10-JUL-19
15793, 993, 1, 4, 14-FEB-18, 14-FEB-18, 14-FEB-18
15794, 993, 2, 8, 19-FEB-18, 19-FEB-18, 19-FEB-18
15795, 993, 3, 4, 23-FEB-18, 23-FEB-18, 23-FEB-18
15796, 993, 4, 4, 16-FEB-18, 16-FEB-18, 16-FEB-18
15797, 993, 5, 4, 01-JUL-18, 01-JUL-18, 01-JUL-18
15798, 993, 6, 10, 06-JUL-18, 06-JUL-18, 06-JUL-18
15799, 993, 7, 7, 10-JUL-18, 10-JUL-18, 10-JUL-18
15800, 993, 8, 7, 30-JUN-18, 30-JUN-18, 30-JUN-18
15801, 993, 9, 8, 10-FEB-19, 10-FEB-19, 10-FEB-19
15802, 993, 10, 8, 10-FEB-19, 10-FEB-19, 10-FEB-19
15803, 993, 11, 6, 12-FEB-19, 12-FEB-19, 12-FEB-19
15804, 993, 12, 4, 12-FEB-19, 12-FEB-19, 12-FEB-19
15805, 993, 13, 4, 11-JUL-19, 11-JUL-19, 11-JUL-19
15806, 993, 14, 10, 01-JUL-19, 01-JUL-19, 01-JUL-19
15807, 993, 15, 10, 07-JUL-19, 07-JUL-19, 07-JUL-19
15808, 993, 16, 8, 05-JUL-19, 05-JUL-19, 05-JUL-19
15809, 994, 1, 4, 17-FEB-19, 17-FEB-19, 17-FEB-19
15810, 994, 2, 5, 16-FEB-19, 16-FEB-19, 16-FEB-19
15811, 994, 3, 8, 14-FEB-19, 14-FEB-19, 14-FEB-19
15812, 994, 4, 10, 15-FEB-19, 15-FEB-19, 15-FEB-19
15813, 994, 5, 9, 02-JUL-19, 02-JUL-19, 02-JUL-19
15814, 994, 6, 7, 04-JUL-19, 04-JUL-19, 04-JUL-19
15815, 994, 7, 8, 12-JUL-19, 12-JUL-19, 12-JUL-19
15816, 994, 8, 7, 08-JUL-19, 08-JUL-19, 08-JUL-19
15817, 995, 1, 5, 18-FEB-19, 18-FEB-19, 18-FEB-19
15818, 995, 2, 4, 13-FEB-19, 13-FEB-19, 13-FEB-19
15819, 995, 3, 10, 19-FEB-19, 19-FEB-19, 19-FEB-19
15820, 995, 4, 5, 13-FEB-19, 13-FEB-19, 13-FEB-19
15821, 995, 5, 9, 02-JUL-19, 02-JUL-19, 02-JUL-19
15822, 995, 6, 7, 08-JUL-19, 08-JUL-19, 08-JUL-19
15823, 995, 7, 9, 01-JUL-19, 01-JUL-19, 01-JUL-19
15824, 995, 8, 8, 09-JUL-19, 09-JUL-19, 09-JUL-19
15825, 996, 1, 9, 12-FEB-17, 12-FEB-17, 12-FEB-17
15826, 996, 2, 4, 10-FEB-17, 10-FEB-17, 10-FEB-17
15827, 996, 3, 6, 10-FEB-17, 10-FEB-17, 10-FEB-17
15828, 996, 4, 5, 16-FEB-17, 16-FEB-17, 16-FEB-17
15829, 996, 5, 5, 04-JUL-17, 04-JUL-17, 04-JUL-17
15830, 996, 6, 4, 03-JUL-17, 03-JUL-17, 03-JUL-17
15831, 996, 7, 8, 01-JUL-17, 01-JUL-17, 01-JUL-17
15832, 996, 8, 6, 08-JUL-17, 08-JUL-17, 08-JUL-17
15833, 996, 9, 6, 12-FEB-18, 12-FEB-18, 12-FEB-18
15834, 996, 10, 5, 10-FEB-18, 10-FEB-18, 10-FEB-18
15835, 996, 11, 7, 23-FEB-18, 23-FEB-18, 23-FEB-18
15836, 996, 12, 8, 20-FEB-18, 20-FEB-18, 20-FEB-18
15837, 996, 13, 4, 12-JUL-18, 12-JUL-18, 12-JUL-18
15838, 996, 14, 6, 08-JUL-18, 08-JUL-18, 08-JUL-18
15839, 996, 15, 4, 06-JUL-18, 06-JUL-18, 06-JUL-18
15840, 996, 16, 6, 07-JUL-18, 07-JUL-18, 07-JUL-18
15841, 996, 17, 6, 20-FEB-19, 20-FEB-19, 20-FEB-19
15842, 996, 18, 9, 19-FEB-19, 19-FEB-19, 19-FEB-19
15843, 996, 19, 4, 11-FEB-19, 11-FEB-19, 11-FEB-19
15844, 996, 20, 9, 19-FEB-19, 19-FEB-19, 19-FEB-19
15845, 996, 21, 6, 06-JUL-19, 06-JUL-19, 06-JUL-19
15846, 996, 22, 8, 01-JUL-19, 01-JUL-19, 01-JUL-19
15847, 996, 23, 9, 10-JUL-19, 10-JUL-19, 10-JUL-19
15848, 996, 24, 6, 08-JUL-19, 08-JUL-19, 08-JUL-19
15849, 997, 1, 8, 11-FEB-17, 11-FEB-17, 11-FEB-17
15850, 997, 2, 4, 19-FEB-17, 19-FEB-17, 19-FEB-17
15851, 997, 3, 6, 17-FEB-17, 17-FEB-17, 17-FEB-17
15852, 997, 4, 4, 13-FEB-17, 13-FEB-17, 13-FEB-17
15853, 997, 5, 7, 30-JUN-17, 30-JUN-17, 30-JUN-17
15854, 997, 6, 7, 07-JUL-17, 07-JUL-17, 07-JUL-17
15855, 997, 7, 9, 05-JUL-17, 05-JUL-17, 05-JUL-17
15856, 997, 8, 4, 07-JUL-17, 07-JUL-17, 07-JUL-17
15857, 997, 9, 9, 19-FEB-18, 19-FEB-18, 19-FEB-18
15858, 997, 10, 5, 23-FEB-18, 23-FEB-18, 23-FEB-18
15859, 997, 11, 5, 22-FEB-18, 22-FEB-18, 22-FEB-18
15860, 997, 12, 8, 15-FEB-18, 15-FEB-18, 15-FEB-18
15861, 997, 13, 4, 11-JUL-18, 11-JUL-18, 11-JUL-18
15862, 997, 14, 8, 30-JUN-18, 30-JUN-18, 30-JUN-18
15863, 997, 15, 6, 07-JUL-18, 07-JUL-18, 07-JUL-18
15864, 997, 16, 4, 30-JUN-18, 30-JUN-18, 30-JUN-18
15865, 997, 17, 6, 20-FEB-19, 20-FEB-19, 20-FEB-19
15866, 997, 18, 9, 16-FEB-19, 16-FEB-19, 16-FEB-19
15867, 997, 19, 8, 16-FEB-19, 16-FEB-19, 16-FEB-19
15868, 997, 20, 8, 16-FEB-19, 16-FEB-19, 16-FEB-19
15869, 997, 21, 5, 30-JUN-19, 30-JUN-19, 30-JUN-19
15870, 997, 22, 7, 06-JUL-19, 06-JUL-19, 06-JUL-19
15871, 997, 23, 5, 13-JUL-19, 13-JUL-19, 13-JUL-19
15872, 997, 24, 5, 30-JUN-19, 30-JUN-19, 30-JUN-19
15873, 998, 1, 4, 15-FEB-19, 15-FEB-19, 15-FEB-19
15874, 998, 2, 8, 23-FEB-19, 23-FEB-19, 23-FEB-19
15875, 998, 3, 10, 12-FEB-19, 12-FEB-19, 12-FEB-19
15876, 998, 4, 10, 10-FEB-19, 10-FEB-19, 10-FEB-19
15877, 998, 5, 9, 11-JUL-19, 11-JUL-19, 11-JUL-19
15878, 998, 6, 4, 10-JUL-19, 10-JUL-19, 10-JUL-19
15879, 998, 7, 6, 11-JUL-19, 11-JUL-19, 11-JUL-19
15880, 998, 8, 9, 01-JUL-19, 01-JUL-19, 01-JUL-19
15881, 999, 1, 4, 10-FEB-18, 10-FEB-18, 10-FEB-18
15882, 999, 2, 10, 17-FEB-18, 17-FEB-18, 17-FEB-18
15883, 999, 3, 10, 20-FEB-18, 20-FEB-18, 20-FEB-18
15884, 999, 4, 9, 21-FEB-18, 21-FEB-18, 21-FEB-18
15885, 999, 5, 6, 02-JUL-18, 02-JUL-18, 02-JUL-18
15886, 999, 6, 9, 09-JUL-18, 09-JUL-18, 09-JUL-18
15887, 999, 7, 6, 07-JUL-18, 07-JUL-18, 07-JUL-18
15888, 999, 8, 5, 12-JUL-18, 12-JUL-18, 12-JUL-18
15889, 999, 9, 4, 12-FEB-19, 12-FEB-19, 12-FEB-19
15890, 999, 10, 8, 14-FEB-19, 14-FEB-19, 14-FEB-19
15891, 999, 11, 4, 15-FEB-19, 15-FEB-19, 15-FEB-19
15892, 999, 12, 8, 23-FEB-19, 23-FEB-19, 23-FEB-19
15893, 999, 13, 5, 30-JUN-19, 30-JUN-19, 30-JUN-19
15894, 999, 14, 5, 13-JUL-19, 13-JUL-19, 13-JUL-19
15895, 999, 15, 8, 30-JUN-19, 30-JUN-19, 30-JUN-19
15896, 999, 16, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
15897, 1000, 1, 9, 14-FEB-17, 14-FEB-17, 14-FEB-17
15898, 1000, 2, 8, 15-FEB-17, 15-FEB-17, 15-FEB-17
15899, 1000, 3, 9, 12-FEB-17, 12-FEB-17, 12-FEB-17
15900, 1000, 4, 7, 22-FEB-17, 22-FEB-17, 22-FEB-17
15901, 1000, 5, 8, 05-JUL-17, 05-JUL-17, 05-JUL-17
15242, 956, 10, 4, 23-FEB-19, 23-FEB-19, 23-FEB-19
15243, 956, 11, 9, 10-FEB-19, 10-FEB-19, 10-FEB-19
15244, 956, 12, 4, 22-FEB-19, 22-FEB-19, 22-FEB-19
15245, 956, 13, 10, 10-JUL-19, 10-JUL-19, 10-JUL-19
15246, 956, 14, 8, 30-JUN-19, 30-JUN-19, 30-JUN-19
15247, 956, 15, 9, 11-JUL-19, 11-JUL-19, 11-JUL-19
15248, 956, 16, 10, 30-JUN-19, 30-JUN-19, 30-JUN-19
15249, 957, 1, 4, 23-FEB-18, 23-FEB-18, 23-FEB-18
15250, 957, 2, 10, 20-FEB-18, 20-FEB-18, 20-FEB-18
15251, 957, 3, 6, 16-FEB-18, 16-FEB-18, 16-FEB-18
15252, 957, 4, 5, 21-FEB-18, 21-FEB-18, 21-FEB-18
15253, 957, 5, 10, 01-JUL-18, 01-JUL-18, 01-JUL-18
15254, 957, 6, 4, 02-JUL-18, 02-JUL-18, 02-JUL-18
15255, 957, 7, 7, 13-JUL-18, 13-JUL-18, 13-JUL-18
15256, 957, 8, 5, 12-JUL-18, 12-JUL-18, 12-JUL-18
15257, 957, 9, 5, 11-FEB-19, 11-FEB-19, 11-FEB-19
15258, 957, 10, 4, 10-FEB-19, 10-FEB-19, 10-FEB-19
15259, 957, 11, 10, 22-FEB-19, 22-FEB-19, 22-FEB-19
15260, 957, 12, 7, 19-FEB-19, 19-FEB-19, 19-FEB-19
15261, 957, 13, 8, 10-JUL-19, 10-JUL-19, 10-JUL-19
15262, 957, 14, 5, 13-JUL-19, 13-JUL-19, 13-JUL-19
15263, 957, 15, 5, 08-JUL-19, 08-JUL-19, 08-JUL-19
15264, 957, 16, 10, 02-JUL-19, 02-JUL-19, 02-JUL-19
15265, 958, 1, 4, 18-FEB-19, 18-FEB-19, 18-FEB-19
15266, 958, 2, 6, 22-FEB-19, 22-FEB-19, 22-FEB-19
15267, 958, 3, 5, 20-FEB-19, 20-FEB-19, 20-FEB-19
15268, 958, 4, 5, 16-FEB-19, 16-FEB-19, 16-FEB-19
15269, 958, 5, 4, 04-JUL-19, 04-JUL-19, 04-JUL-19
15270, 958, 6, 4, 01-JUL-19, 01-JUL-19, 01-JUL-19
15271, 958, 7, 9, 04-JUL-19, 04-JUL-19, 04-JUL-19
15272, 958, 8, 10, 04-JUL-19, 04-JUL-19, 04-JUL-19
15273, 959, 1, 4, 11-FEB-17, 11-FEB-17, 11-FEB-17
15274, 959, 2, 8, 19-FEB-17, 19-FEB-17, 19-FEB-17
15275, 959, 3, 8, 20-FEB-17, 20-FEB-17, 20-FEB-17
15276, 959, 4, 8, 17-FEB-17, 17-FEB-17, 17-FEB-17
15277, 959, 5, 8, 08-JUL-17, 08-JUL-17, 08-JUL-17
15278, 959, 6, 4, 02-JUL-17, 02-JUL-17, 02-JUL-17
15279, 959, 7, 4, 07-JUL-17, 07-JUL-17, 07-JUL-17
15280, 959, 8, 8, 02-JUL-17, 02-JUL-17, 02-JUL-17
15281, 959, 9, 4, 10-FEB-18, 10-FEB-18, 10-FEB-18
15282, 959, 10, 8, 15-FEB-18, 15-FEB-18, 15-FEB-18
15283, 959, 11, 6, 21-FEB-18, 21-FEB-18, 21-FEB-18
15284, 959, 12, 6, 16-FEB-18, 16-FEB-18, 16-FEB-18
15285, 959, 13, 5, 04-JUL-18, 04-JUL-18, 04-JUL-18
15286, 959, 14, 5, 30-JUN-18, 30-JUN-18, 30-JUN-18
15287, 959, 15, 9, 09-JUL-18, 09-JUL-18, 09-JUL-18
15288, 959, 16, 9, 05-JUL-18, 05-JUL-18, 05-JUL-18
15289, 959, 17, 7, 19-FEB-19, 19-FEB-19, 19-FEB-19
15290, 959, 18, 5, 22-FEB-19, 22-FEB-19, 22-FEB-19
15291, 959, 19, 8, 23-FEB-19, 23-FEB-19, 23-FEB-19
15292, 959, 20, 5, 19-FEB-19, 19-FEB-19, 19-FEB-19
15293, 959, 21, 4, 11-JUL-19, 11-JUL-19, 11-JUL-19
15294, 959, 22, 5, 05-JUL-19, 05-JUL-19, 05-JUL-19
15295, 959, 23, 8, 03-JUL-19, 03-JUL-19, 03-JUL-19
15296, 959, 24, 6, 30-JUN-19, 30-JUN-19, 30-JUN-19
15297, 960, 1, 7, 11-FEB-19, 11-FEB-19, 11-FEB-19
15298, 960, 2, 4, 20-FEB-19, 20-FEB-19, 20-FEB-19
15299, 960, 3, 9, 13-FEB-19, 13-FEB-19, 13-FEB-19
15300, 960, 4, 7, 14-FEB-19, 14-FEB-19, 14-FEB-19
15301, 960, 5, 9, 03-JUL-19, 03-JUL-19, 03-JUL-19
15302, 960, 6, 7, 13-JUL-19, 13-JUL-19, 13-JUL-19
15303, 960, 7, 10, 09-JUL-19, 09-JUL-19, 09-JUL-19
15304, 960, 8, 6, 08-JUL-19, 08-JUL-19, 08-JUL-19
15305, 961, 1, 4, 13-FEB-19, 13-FEB-19, 13-FEB-19
15306, 961, 2, 7, 15-FEB-19, 15-FEB-19, 15-FEB-19
15307, 961, 3, 10, 20-FEB-19, 20-FEB-19, 20-FEB-19
15308, 961, 4, 9, 23-FEB-19, 23-FEB-19, 23-FEB-19
15309, 961, 5, 9, 30-JUN-19, 30-JUN-19, 30-JUN-19
15310, 961, 6, 4, 01-JUL-19, 01-JUL-19, 01-JUL-19
15311, 961, 7, 7, 01-JUL-19, 01-JUL-19, 01-JUL-19
15312, 961, 8, 7, 11-JUL-19, 11-JUL-19, 11-JUL-19
15313, 962, 1, 9, 19-FEB-19, 19-FEB-19, 19-FEB-19
15314, 962, 2, 10, 15-FEB-19, 15-FEB-19, 15-FEB-19
15315, 962, 3, 9, 20-FEB-19, 20-FEB-19, 20-FEB-19
15316, 962, 4, 10, 14-FEB-19, 14-FEB-19, 14-FEB-19
15317, 962, 5, 10, 04-JUL-19, 04-JUL-19, 04-JUL-19
